Street_Cumulative_Share_Units,Street_Cumulative_Share_Mismatch,Station_Cumulative_Share_Units,Station_Cumulative_Share_Mismatch
,,0.28160143949617633,0.0
,,0.28205128205128205,0.0
,,0.28250112460638777,4.241631801731142e-06
,,0.2829509671614935,1.2328937449277401e-05
,,0.2834008097165992,2.326518031357294e-05
,,0.2838506522717049,3.486023298897067e-05
,,0.28430049482681063,4.822675204533185e-05
,,0.28475033738191635,6.28084091977259e-05
,,0.28520017993702207,7.739006635011997e-05
,,0.28565002249212773,9.224555743964817e-05
,,0.28609986504723345,0.00010728289137805455
,,0.28654970760233917,0.00012416691544924767
,,0.2869995501574449,0.0001418732134200119
,,0.2874493927125506,0.0001596952388284935
,,0.2878992352676563,0.00017907220605113794
,,0.28834907782276203,0.00019891528588738557
,,0.28879892037786775,0.00021896506447192745
,,0.28924876293297347,0.00023901484305646932
,,0.2896986054880792,0.0002613959912438649
,,0.2901484480431849,0.00028412959845783357
,,0.2905982905982906,0.00030704363112588144
,,0.29104813315339634,0.00033023373647667677
,,0.291497975708502,0.0003535173503167898
,,0.2919478182636077,0.0003769902618303998
,,0.29239766081871343,0.0004006555742580558
,,0.29284750337381915,0.0004270224063692341
,,0.29329734592892487,0.0004537554444819566
,,0.2937471884840306,0.00048206101424836864
,,0.2941970310391363,0.0005109583006005475
,,0.294646873594242,0.0005401216149053357
,,0.29509671614934774,0.0005692849292101238
,,0.29554655870445345,0.0005984482435149119
,,0.29599640125955917,0.0006280602241936198
,,0.2964462438146649,0.0006576722048723277
,,0.2968960863697706,0.0006874368246266992
,,0.29734592892487627,0.0007175114925035119
,,0.297795771479982,0.000748063536060909
,,0.2982456140350877,0.0007791083545143931
,,0.2986954565901934,0.0008106621044179344
,,0.29914529914529914,0.0008422158543214756
,,0.29959514170040485,0.0008741121877953983
,,0.30004498425551057,0.0009061918335306652
,,0.3004948268106163,0.0009382714792659321
,,0.300944669365722,0.0009708948478102715
,,0.3013945119208277,0.0010035182163546106
,,0.30184435447593344,0.001036528933601983
,,0.30229419703103916,0.0010697147740177761
,,0.3027440395861449,0.0011029006144335693
,,0.30319388214125054,0.0011363750273747175
,,0.30364372469635625,0.0011701430755171036
,,0.30409356725146197,0.0012047040198175291
