station_id,Time_Window,vehicleposition_longitude,vehicleposition_latitude,W_FPG,abs_w_fpg,delta_s,Delta_s,Sigma_s
10008,LateNight_00-02,121.463,31.678,-9.470978216750102e-05,9.470978216750102e-05,0.0,7,16.0
10012,LateNight_00-02,121.48899999999999,31.655666666666665,0.0,0.0,0.0,3,1.0
10022,LateNight_00-02,121.471,31.654,0.0,0.0,0.0,6,1.0
10025,LateNight_00-02,121.534,31.636,0.0,0.0,0.0,1,1.0
10027,LateNight_00-02,121.468,31.662,-1.3529968881071573e-05,1.3529968881071573e-05,0.0,1,16.0
10038,LateNight_00-02,121.43533333333332,31.67422222222222,-0.00024353943985928832,0.00024353943985928832,0.0,9,8.0
10039,LateNight_00-02,121.4625,31.652300000000004,-0.00013529968881071573,0.00013529968881071573,0.0,10,16.0
10040,LateNight_00-02,121.5135,31.6265,-5.411987552428629e-05,5.411987552428629e-05,0.0,2,8.0
10041,LateNight_00-02,121.436,31.644,0.0,0.0,0.0,7,5.0
10042,LateNight_00-02,121.474,31.628,0.0,0.0,0.0,1,1.0
10052,LateNight_00-02,121.80810714285714,31.500071428571427,-0.0006223785685292924,0.0006223785685292924,5.0,28,8.0
10053,LateNight_00-02,121.84034848484848,31.52371212121212,0.00027059937762143147,0.00027059937762143147,10.0,66,1.0
10055,LateNight_00-02,121.45351162790698,31.614837209302326,0.0,0.0,0.0,43,5.0
10056,LateNight_00-02,121.59346666666667,31.619333333333334,-0.0004058990664321472,0.0004058990664321472,0.0,15,1.0
10057,LateNight_00-02,121.47999999999999,31.5952,-0.00027059937762143147,0.00027059937762143147,0.0,10,2.0
10061,LateNight_00-02,121.83209090909091,31.532545454545456,0.0,0.0,0.0,22,1.0
10062,LateNight_00-02,121.401,31.648,0.0,0.0,0.0,1,1.0
10063,LateNight_00-02,121.40757894736844,31.63971052631579,0.0,0.0,0.0,38,1.0
10065,LateNight_00-02,121.413,31.629,0.0,0.0,1.0,1,1.0
10067,LateNight_00-02,121.518,30.832,-2.7059937762143145e-05,2.7059937762143145e-05,0.0,1,8.0
10072,LateNight_00-02,121.5469117647059,31.588911764705887,0.0,0.0,0.0,34,1.0
10075,LateNight_00-02,121.48053333333334,30.837933333333336,0.0,0.0,0.0,15,8.0
10078,LateNight_00-02,120.983,31.09375,-5.411987552428629e-05,5.411987552428629e-05,0.0,4,16.0
10079,LateNight_00-02,120.937,31.063,0.0,0.0,1.0,1,4.0
10080,LateNight_00-02,120.936,31.064,0.0,0.0,1.0,1,8.0
10081,LateNight_00-02,120.97946666666667,31.028666666666666,-0.0003788391286700041,0.0003788391286700041,1.0,15,8.0
10082,LateNight_00-02,121.03393750000001,31.0043125,0.0,0.0,0.0,16,14.0
10084,LateNight_00-02,120.957,31.074,0.0,0.0,0.0,1,3.0
10089,LateNight_00-02,121.085,31.043,-2.7059937762143145e-05,2.7059937762143145e-05,0.0,1,8.0
10090,LateNight_00-02,121.0335,30.894,0.0,0.0,2.0,2,4.0
10091,LateNight_00-02,121.07800000000002,30.911999999999995,-8.117981328642944e-05,8.117981328642944e-05,0.0,3,8.0
10092,LateNight_00-02,121.068,30.867,0.0,0.0,0.0,6,10.0
10094,LateNight_00-02,121.03,30.893,5.411987552428629e-05,5.411987552428629e-05,2.0,2,16.0
10096,LateNight_00-02,121.039,30.863,0.0,0.0,0.0,8,1.0
10098,LateNight_00-02,121.164,30.891,-9.470978216750102e-05,9.470978216750102e-05,0.0,7,16.0
10099,LateNight_00-02,121.153,30.894,2.7059937762143145e-05,2.7059937762143145e-05,1.0,1,1.0
10104,LateNight_00-02,121.018,30.899,3.6079917016190865e-05,3.6079917016190865e-05,3.0,5,3.0
10105,LateNight_00-02,121.016,30.893,0.0,0.0,4.0,4,8.0
10107,LateNight_00-02,121.063,30.933,0.0,0.0,4.0,4,4.0
10111,LateNight_00-02,121.147,30.7875,0.0,0.0,1.0,2,16.0
10112,LateNight_00-02,121.19470588235293,30.793294117647058,-0.0002555660788646853,0.0002555660788646853,0.0,17,9.0
10114,LateNight_00-02,121.26,31.754,-0.00021647950209714516,0.00021647950209714516,0.0,8,8.0
10115,LateNight_00-02,121.235,31.784,-2.7059937762143145e-05,2.7059937762143145e-05,0.0,1,8.0
10116,LateNight_00-02,121.133,30.867,-8.117981328642944e-05,8.117981328642944e-05,0.0,3,8.0
10117,LateNight_00-02,121.275,31.73,-2.7059937762143145e-05,2.7059937762143145e-05,0.0,1,8.0
10119,LateNight_00-02,121.30799999999999,31.759,0.0,0.0,0.0,2,3.0
10120,LateNight_00-02,121.37647999999999,31.75608,0.0,0.0,0.0,25,1.0
10121,LateNight_00-02,121.30465,31.7185,0.0,0.0,0.0,20,1.0
10122,LateNight_00-02,121.3457619047619,31.681785714285713,0.0,0.0,0.0,42,1.0
10125,LateNight_00-02,121.171,30.895,-2.7059937762143145e-05,2.7059937762143145e-05,15.0,16,1.0
10131,LateNight_00-02,121.159,30.924,0.0,0.0,0.0,7,2.0
10135,LateNight_00-02,121.17900000000002,30.898,8.117981328642944e-05,8.117981328642944e-05,3.0,3,12.0
10137,LateNight_00-02,121.65484210526316,31.612263157894738,0.0,0.0,0.0,19,8.0
10139,LateNight_00-02,121.38218644067797,31.62850847457627,-0.0015965363279664456,0.0015965363279664456,0.0,59,3.0
10144,LateNight_00-02,121.754125,31.58975,-0.00021647950209714516,0.00021647950209714516,0.0,8,8.0
10145,LateNight_00-02,121.715,31.6,-2.7059937762143145e-05,2.7059937762143145e-05,0.0,1,16.0
10146,LateNight_00-02,121.781,31.59,0.0,0.0,0.0,1,1.0
10147,LateNight_00-02,121.7856,31.57065,0.0,0.0,0.0,20,1.0
10152,LateNight_00-02,121.21459999999999,30.863799999999998,0.0,0.0,0.0,10,3.0
10154,LateNight_00-02,121.18220000000001,30.9363,0.0,0.0,0.0,10,19.0
10156,LateNight_00-02,121.33851999999999,31.479,0.0004870788797185767,0.0004870788797185767,43.0,50,16.0
10158,LateNight_00-02,121.32662499999999,31.486375,2.7059937762143145e-05,2.7059937762143145e-05,1.0,8,9.0
10160,LateNight_00-02,121.321,31.489,0.0,0.0,0.0,1,6.0
10161,LateNight_00-02,121.3271875,31.4795,0.0,0.0,0.0,16,6.0
10165,LateNight_00-02,121.39299999999999,31.621333333333336,0.0,0.0,3.0,3,3.0
10166,LateNight_00-02,121.74047169811321,31.499943396226417,0.0,0.0,0.0,53,2.0
10167,LateNight_00-02,121.739,31.532,-2.7059937762143145e-05,2.7059937762143145e-05,0.0,1,1.0
10171,LateNight_00-02,121.769,31.528000000000002,0.0,0.0,0.0,6,1.0
10172,LateNight_00-02,121.77433333333335,31.526666666666667,-0.00024353943985928832,0.00024353943985928832,0.0,9,1.0
10176,LateNight_00-02,121.62966666666665,31.528888888888886,-0.00010823975104857258,0.00010823975104857258,5.0,9,3.0
10177,LateNight_00-02,121.60406666666668,31.55913333333333,-0.0004058990664321472,0.0004058990664321472,0.0,15,3.0
10178,LateNight_00-02,121.5948,31.5316,-0.0003788391286700041,0.0003788391286700041,1.0,15,3.0
10179,LateNight_00-02,121.6308205128205,31.578205128205127,0.0,0.0,0.0,39,10.0
10181,LateNight_00-02,121.731,31.375,0.0,0.0,4.0,4,8.0
10185,LateNight_00-02,121.774,31.342000000000002,0.0,0.0,0.0,7,3.0
10187,LateNight_00-02,121.718,31.398,0.0,0.0,7.0,7,4.0
10193,LateNight_00-02,121.3452,31.465999999999998,0.0,0.0,0.0,25,2.0
10194,LateNight_00-02,121.329,31.474,-8.117981328642944e-05,8.117981328642944e-05,0.0,6,16.0
10195,LateNight_00-02,121.204,30.955,0.0,0.0,0.0,4,1.0
10197,LateNight_00-02,121.145,30.824,-2.7059937762143145e-05,2.7059937762143145e-05,0.0,2,16.0
10201,LateNight_00-02,121.7385,31.230153846153847,-0.0006764984440535786,0.0006764984440535786,1.0,26,4.0
10204,LateNight_00-02,121.73,31.226,0.0,0.0,3.0,3,2.0
10205,LateNight_00-02,121.574,30.88930769230769,-0.00032471925314571777,0.00032471925314571777,1.0,13,8.0
10206,LateNight_00-02,121.552,30.9,-2.7059937762143145e-05,2.7059937762143145e-05,0.0,1,8.0
10207,LateNight_00-02,121.253,30.887333333333334,0.0,0.0,0.0,15,6.0
10209,LateNight_00-02,121.24,30.919,0.0,0.0,0.0,6,1.0
10213,LateNight_00-02,121.38168181818182,31.662454545454548,-0.0005953186307671492,0.0005953186307671492,0.0,22,8.0
10214,LateNight_00-02,121.77827272727274,31.54281818181818,0.0,0.0,0.0,11,1.0
10215,LateNight_00-02,121.69792857142856,31.54242857142857,-0.0003247192531457178,0.0003247192531457178,2.0,14,3.0
10217,LateNight_00-02,121.786,31.546000000000003,-8.117981328642944e-05,8.117981328642944e-05,0.0,3,2.0
10219,LateNight_00-02,121.735,31.553,-0.00010823975104857258,0.00010823975104857258,0.0,4,1.0
10220,LateNight_00-02,121.70799999999998,31.395,0.0004329590041942903,0.0004329590041942903,16.0,19,8.0
10221,LateNight_00-02,121.71700000000001,31.401,-2.7059937762143142e-05,2.7059937762143142e-05,4.0,5,4.0
10222,LateNight_00-02,121.71716666666667,31.232625,-0.0006494385062914355,0.0006494385062914355,0.0,24,10.0
10224,LateNight_00-02,121.724,31.229,-0.00029765931538357465,0.00029765931538357465,36.0,47,10.0
10226,LateNight_00-02,121.719,31.225,-5.411987552428629e-05,5.411987552428629e-05,0.0,2,10.0
10227,LateNight_00-02,121.32,31.468999999999998,9.470978216750102e-05,9.470978216750102e-05,9.0,11,16.0
10231,LateNight_00-02,121.33099999999999,31.451800000000002,0.0,0.0,0.0,5,6.0
10239,LateNight_00-02,121.72517241379309,31.55162068965517,-0.0005953186307671492,0.0005953186307671492,7.0,29,1.0
10240,LateNight_00-02,121.78600000000002,31.486,0.0,0.0,0.0,5,3.0
10243,LateNight_00-02,121.78327777777778,31.476,0.0,0.0,0.0,18,3.0
10245,LateNight_00-02,121.78099999999999,31.5522,-0.00027059937762143147,0.00027059937762143147,0.0,10,2.0
10246,LateNight_00-02,121.73899999999999,31.566,-0.00016235962657285889,0.00016235962657285889,0.0,6,8.0
10247,LateNight_00-02,121.72010526315789,31.574789473684213,-0.0005141388174807198,0.0005141388174807198,0.0,19,8.0
10248,LateNight_00-02,121.72200000000001,31.542,-0.00013529968881071573,0.00013529968881071573,0.0,5,3.0
10249,LateNight_00-02,121.5329090909091,30.899454545454546,-0.0002976593153835746,0.0002976593153835746,0.0,11,4.0
10251,LateNight_00-02,121.268,30.731,0.0,0.0,1.0,1,4.0
10252,LateNight_00-02,121.273,30.786749999999998,-0.00021647950209714516,0.00021647950209714516,0.0,8,8.0
10254,LateNight_00-02,121.28514285714286,30.808071428571427,-0.00018941956433500204,0.00018941956433500204,7.0,14,8.0
10258,LateNight_00-02,121.772,31.213129032258063,-0.00016235962657285894,0.00016235962657285894,56.0,62,4.0
10259,LateNight_00-02,121.771,31.2115,0.0,0.0,2.0,2,4.0
10261,LateNight_00-02,121.771,31.213434782608694,-0.0002435394398592883,0.0002435394398592883,14.0,23,4.0
10262,LateNight_00-02,121.772,31.212,0.0,0.0,1.0,1,4.0
10263,LateNight_00-02,121.76000000000002,31.213,-6.764984440535787e-05,6.764984440535787e-05,0.0,5,16.0
10264,LateNight_00-02,121.76079999999999,31.2,6.764984440535787e-05,6.764984440535787e-05,5.0,5,16.0
10268,LateNight_00-02,121.3904,31.45293333333333,-0.0004058990664321472,0.0004058990664321472,0.0,15,2.0
10270,LateNight_00-02,121.645,30.905999999999995,-0.00016235962657285889,0.00016235962657285889,0.0,6,8.0
10271,LateNight_00-02,121.63799999999999,30.905,-8.117981328642944e-05,8.117981328642944e-05,0.0,3,8.0
10274,LateNight_00-02,121.62600000000002,30.91,-8.117981328642944e-05,8.117981328642944e-05,0.0,3,8.0
10276,LateNight_00-02,121.39325,31.44825,-0.00021647950209714516,0.00021647950209714516,0.0,8,2.0
10277,LateNight_00-02,121.3985,31.451999999999998,0.0,0.0,0.0,2,4.0
10279,LateNight_00-02,121.267,30.865,0.0,0.0,0.0,1,8.0
10281,LateNight_00-02,121.239,30.846,-0.00010823975104857258,0.00010823975104857258,0.0,4,24.0
10283,LateNight_00-02,121.75566666666666,30.907,2.7059937762143145e-05,2.7059937762143145e-05,1.0,9,4.0
10284,LateNight_00-02,121.734,30.893,0.0,0.0,0.0,1,27.0
10288,LateNight_00-02,121.5185,30.902,-2.7059937762143145e-05,2.7059937762143145e-05,0.0,4,12.0
10290,LateNight_00-02,121.5984,30.8702,-0.00013529968881071573,0.00013529968881071573,0.0,5,8.0
10291,LateNight_00-02,121.5146,30.918,-0.00013529968881071573,0.00013529968881071573,0.0,5,15.0
10293,LateNight_00-02,121.233,30.836,0.0,0.0,0.0,2,40.0
10295,LateNight_00-02,121.21759999999999,30.830599999999997,-0.00013529968881071573,0.00013529968881071573,5.0,10,24.0
10296,LateNight_00-02,121.305375,30.840500000000002,-0.000189419564335002,0.000189419564335002,9.0,16,8.0
10301,LateNight_00-02,121.39766666666667,31.447166666666664,-0.00016235962657285889,0.00016235962657285889,0.0,6,23.0
10304,LateNight_00-02,121.38650000000001,31.442999999999998,-5.411987552428629e-05,5.411987552428629e-05,0.0,2,2.0
10305,LateNight_00-02,121.401,31.45,-2.7059937762143145e-05,2.7059937762143145e-05,0.0,1,1.0
10309,LateNight_00-02,121.671,30.909,-2.7059937762143145e-05,2.7059937762143145e-05,0.0,1,2.0
10310,LateNight_00-02,121.916,30.89,2.7059937762143145e-05,2.7059937762143145e-05,1.0,1,8.0
10312,LateNight_00-02,121.639,30.92,0.0,0.0,0.0,3,6.0
10313,LateNight_00-02,121.731,30.89718181818182,0.0,0.0,0.0,11,27.0
10314,LateNight_00-02,121.83754545454545,31.002,0.0,0.0,0.0,11,3.0
10317,LateNight_00-02,121.864,30.996,-0.00013529968881071573,0.00013529968881071573,0.0,5,1.0
10318,LateNight_00-02,121.86281818181818,30.980999999999998,0.00021647950209714516,0.00021647950209714516,8.0,11,3.0
10319,LateNight_00-02,121.875,30.973,-0.00028412934650250306,0.00028412934650250306,0.0,21,16.0
10321,LateNight_00-02,121.51466666666666,30.92441666666667,-8.117981328642944e-05,8.117981328642944e-05,0.0,12,12.0
10324,LateNight_00-02,121.509,30.921000000000003,4.8707887971857665e-05,4.8707887971857665e-05,3.0,3,15.0
10330,LateNight_00-02,121.652,30.935333333333332,0.0,0.0,0.0,15,6.0
10335,LateNight_00-02,121.61633333333333,30.903333333333336,-8.117981328642944e-05,8.117981328642944e-05,0.0,3,8.0
10343,LateNight_00-02,121.759,30.861,0.0,0.0,1.0,1,1.0
10345,LateNight_00-02,121.83894117647057,30.950529411764705,-0.00012176971992964417,0.00012176971992964417,4.0,17,16.0
10346,LateNight_00-02,121.50711111111112,30.86988888888889,0.0,0.0,0.0,9,3.0
10348,LateNight_00-02,121.50899999999999,30.925,-0.00013529968881071573,0.00013529968881071573,0.0,5,6.0
10349,LateNight_00-02,121.517,30.938,-0.00010823975104857258,0.00010823975104857258,0.0,4,9.0
10350,LateNight_00-02,121.51,30.852,2.7059937762143145e-05,2.7059937762143145e-05,1.0,1,8.0
10351,LateNight_00-02,121.62,30.921,-5.411987552428629e-05,5.411987552428629e-05,19.0,21,8.0
10357,LateNight_00-02,121.81533333333333,30.977333333333334,2.7059937762143145e-05,2.7059937762143145e-05,1.0,9,1.0
10362,LateNight_00-02,121.813,30.968,0.0,0.0,0.0,7,1.0
10363,LateNight_00-02,121.86557894736842,30.951421052631577,-0.0002570694087403599,0.0002570694087403599,0.0,19,16.0
10369,LateNight_00-02,121.808,30.964,-1.2026639005396953e-05,1.2026639005396953e-05,0.0,2,9.0
10370,LateNight_00-02,121.799,30.964999999999996,-3.0066597513492385e-05,3.0066597513492385e-05,0.0,5,9.0
10374,LateNight_00-02,121.81700000000001,30.954333333333334,-5.411987552428629e-05,5.411987552428629e-05,0.0,9,9.0
10376,LateNight_00-02,121.902,30.919,0.0002976593153835746,0.0002976593153835746,11.0,12,12.0
10380,LateNight_00-02,121.7885,30.958625,-0.00014431966806476343,0.00014431966806476343,0.0,24,9.0
10381,LateNight_00-02,121.50822222222223,30.851277777777778,0.0003788391286700041,0.0003788391286700041,14.0,18,5.0
10388,LateNight_00-02,121.69690625,30.93953125,8.117981328642943e-05,8.117981328642943e-05,3.0,32,12.0
10393,LateNight_00-02,121.794,30.908,-1.2026639005396953e-05,1.2026639005396953e-05,0.0,2,9.0
10397,LateNight_00-02,121.8,30.918,0.0,0.0,1.0,1,4.0
10400,LateNight_00-02,121.63714285714286,30.960571428571427,0.0,0.0,0.0,7,6.0
10401,LateNight_00-02,121.801,30.919,0.0,0.0,1.0,1,4.0
10404,LateNight_00-02,121.74,30.949,0.0,0.0,0.0,6,4.0
10407,LateNight_00-02,121.1925,31.463625,0.0,0.0,0.0,8,2.0
10411,LateNight_00-02,121.185,31.402999999999995,-0.00013529968881071573,0.00013529968881071573,62.0,67,4.0
10412,LateNight_00-02,121.196,31.399,-0.00013529968881071573,0.00013529968881071573,0.0,5,4.0
10416,LateNight_00-02,121.196,31.416,-5.411987552428629e-05,5.411987552428629e-05,0.0,2,20.0
10417,LateNight_00-02,121.183,31.401,0.0006764984440535787,0.0006764984440535787,25.0,27,10.0
10428,LateNight_00-02,121.194,31.396,0.0,0.0,0.0,6,10.0
10429,LateNight_00-02,121.206,31.386,0.0,0.0,0.0,3,18.0
10431,LateNight_00-02,121.168,31.362000000000002,0.0,0.0,0.0,5,6.0
10435,LateNight_00-02,121.179,31.368499999999997,-5.411987552428629e-05,5.411987552428629e-05,0.0,2,1.0
10436,LateNight_00-02,121.16474545454545,31.368054545454545,0.0008929779461507238,0.0008929779461507238,33.0,55,6.0
10438,LateNight_00-02,121.129,31.239,-0.00016235962657285889,0.00016235962657285889,0.0,6,8.0
10440,LateNight_00-02,121.07827272727272,31.232909090909093,0.0,0.0,0.0,11,1.0
10442,LateNight_00-02,121.138,31.252,-2.7059937762143142e-05,2.7059937762143142e-05,14.0,15,8.0
10446,LateNight_00-02,121.202734375,31.227993750000003,0.0008888148788027011,0.0008888148788027011,279.0,320,13.0
10447,LateNight_00-02,121.17209090909091,31.23136363636364,-7.441482884589365e-05,7.441482884589365e-05,0.0,11,8.0
10448,LateNight_00-02,121.204,31.235,0.0004787527450225325,0.0004787527450225325,100.0,107,13.0
10454,LateNight_00-02,121.12,31.269,-5.411987552428629e-05,5.411987552428629e-05,0.0,2,8.0
10455,LateNight_00-02,121.147,31.208571428571425,-4.735489108375051e-05,4.735489108375051e-05,0.0,7,8.0
10457,LateNight_00-02,121.092,31.166,0.0,0.0,0.0,2,21.0
10458,LateNight_00-02,121.097,31.172,0.0005141388174807198,0.0005141388174807198,19.0,19,21.0
10467,LateNight_00-02,121.20016666666668,31.206666666666667,-0.00016235962657285889,0.00016235962657285889,0.0,6,8.0
10468,LateNight_00-02,121.18,31.208,-8.117981328642944e-05,8.117981328642944e-05,0.0,3,8.0
10472,LateNight_00-02,121.044,31.116000000000003,6.764984440535788e-05,6.764984440535788e-05,13.0,14,12.0
10480,LateNight_00-02,121.05319999999999,31.113,0.0005411987552428629,0.0005411987552428629,20.0,20,2.0
10482,LateNight_00-02,121.167,31.323,-6.764984440535787e-05,6.764984440535787e-05,0.0,5,16.0
10483,LateNight_00-02,121.167,31.322,-1.3529968881071573e-05,1.3529968881071573e-05,0.0,1,16.0
10485,LateNight_00-02,121.06372727272728,31.113090909090907,-0.0002976593153835746,0.0002976593153835746,0.0,11,1.0
10486,LateNight_00-02,121.078,31.133,2.7059937762143145e-05,2.7059937762143145e-05,1.0,1,10.0
10487,LateNight_00-02,121.178,31.2045,-0.00010823975104857258,0.00010823975104857258,0.0,4,8.0
10494,LateNight_00-02,121.178875,31.178,0.000378839128670004,0.000378839128670004,14.0,16,1.0
10495,LateNight_00-02,121.186,31.157,-2.7059937762143142e-05,2.7059937762143142e-05,9.0,10,2.0
10497,LateNight_00-02,121.187,31.157,-2.7059937762143145e-05,2.7059937762143145e-05,31.0,32,2.0
10503,LateNight_00-02,121.181,31.101,0.0011635773237721554,0.0011635773237721554,43.0,48,1.0
10505,LateNight_00-02,121.194,31.101333333333333,0.00013529968881071573,0.00013529968881071573,5.0,6,30.0
10507,LateNight_00-02,121.077,31.134000000000004,0.00013529968881071573,0.00013529968881071573,5.0,5,10.0
10509,LateNight_00-02,121.08,31.135,0.00010823975104857258,0.00010823975104857258,4.0,4,10.0
10512,LateNight_00-02,121.09622641509435,31.135999999999996,0.0006088485996482208,0.0006088485996482208,49.0,53,16.0
10514,LateNight_00-02,121.19111111111111,31.254,-0.00048707887971857663,0.00048707887971857663,0.0,18,8.0
10517,LateNight_00-02,121.17228260869565,31.177,0.0011635773237721554,0.0011635773237721554,43.0,46,1.0
10520,LateNight_00-02,121.183,31.154,-5.411987552428627e-05,5.411987552428627e-05,54.0,56,2.0
10526,LateNight_00-02,121.109,31.16,0.0013800568258693006,0.0013800568258693006,51.0,56,2.0
10528,LateNight_00-02,121.091,31.144,0.00016235962657285889,0.00016235962657285889,6.0,7,6.0
10535,LateNight_00-02,121.189,31.134880000000003,0.0006223785685292925,0.0006223785685292925,23.0,25,4.0
10536,LateNight_00-02,121.207,31.125,0.0,0.0,0.0,3,9.0
10538,LateNight_00-02,121.199,31.124,0.0,0.0,0.0,1,9.0
10539,LateNight_00-02,121.205,31.131,0.0,0.0,0.0,3,9.0
10540,LateNight_00-02,121.20157142857143,31.134142857142855,0.0,0.0,0.0,7,9.0
10542,LateNight_00-02,121.1662857142857,31.165,0.00018941956433500204,0.00018941956433500204,7.0,7,4.0
10543,LateNight_00-02,121.166,31.164,-5.41198755242863e-05,5.41198755242863e-05,11.0,13,1.0
10546,LateNight_00-02,121.196,31.163,0.0,0.0,0.0,7,3.0
10554,LateNight_00-02,121.17500000000001,31.149,0.00046001894195643345,0.00046001894195643345,17.0,18,30.0
10555,LateNight_00-02,121.176,31.149,-2.705993776214316e-05,2.705993776214316e-05,8.0,9,2.0
10556,LateNight_00-02,121.197,31.153,0.0,0.0,0.0,4,3.0
10562,LateNight_00-02,121.129,31.068,-2.7059937762143145e-05,2.7059937762143145e-05,0.0,1,4.0
10565,LateNight_00-02,121.178,31.04675,2.7059937762143145e-05,2.7059937762143145e-05,1.0,4,4.0
10567,LateNight_00-02,121.175,31.044,0.0,0.0,0.0,5,3.0
10568,LateNight_00-02,121.182,31.192806451612906,0.0006737924502773644,0.0006737924502773644,28.0,31,60.0
10571,LateNight_00-02,121.114,30.988,-8.117981328642946e-05,8.117981328642946e-05,17.0,20,8.0
10573,LateNight_00-02,121.17263636363637,30.974090909090908,0.00021647950209714516,0.00021647950209714516,8.0,11,1.0
10574,LateNight_00-02,121.18400000000001,30.971999999999998,0.0,0.0,0.0,3,1.0
10575,LateNight_00-02,121.15005263157896,31.062894736842107,0.0002705993776214314,0.0002705993776214314,10.0,19,10.0
10581,LateNight_00-02,121.193,31.032,8.117981328642943e-05,8.117981328642943e-05,3.0,4,35.0
10583,LateNight_00-02,121.20200000000001,31.037999999999997,0.00043295900419429033,0.00043295900419429033,16.0,17,10.0
10584,LateNight_00-02,121.141,30.957000000000004,-8.117981328642944e-05,8.117981328642944e-05,0.0,3,8.0
10586,LateNight_00-02,121.129,31.015,0.00024353943985928832,0.00024353943985928832,9.0,9,28.0
10589,LateNight_00-02,121.188,31.193,0.0,0.0,1.0,1,8.0
10590,LateNight_00-02,121.16599999999998,31.189,0.0002029495332160736,0.0002029495332160736,10.0,10,8.0
10591,LateNight_00-02,121.161,31.186,2.0294953321607357e-05,2.0294953321607357e-05,1.0,1,8.0
10593,LateNight_00-02,121.186,30.998,0.0,0.0,0.0,1,5.0
10596,LateNight_00-02,121.17,31.202,-2.705993776214315e-06,2.705993776214315e-06,0.0,1,60.0
10597,LateNight_00-02,121.18645945945947,31.19681081081081,-0.00029765931538357454,0.00029765931538357454,26.0,37,8.0
10598,LateNight_00-02,121.20325000000001,31.193,-5.4119875524286284e-05,5.4119875524286284e-05,10.0,12,8.0
10615,LateNight_00-02,121.20274193548387,31.011,-0.0002705993776214315,0.0002705993776214315,21.0,31,8.0
10637,LateNight_00-02,121.20317777777778,31.017133333333334,-0.00010823975104857261,0.00010823975104857261,41.0,45,8.0
10638,LateNight_00-02,121.20599999999999,31.018,0.0002164795020971452,0.0002164795020971452,8.0,10,24.0
10639,LateNight_00-02,121.215,31.456,0.0,0.0,0.0,2,1.0
10640,LateNight_00-02,121.279,31.470428571428574,4.058990664321473e-05,4.058990664321473e-05,5.0,7,16.0
10641,LateNight_00-02,121.29372727272727,31.47718181818182,-6.764984440535787e-05,6.764984440535787e-05,3.0,11,16.0
10648,LateNight_00-02,121.23700000000001,31.399999999999995,-0.00016235962657285889,0.00016235962657285889,0.0,6,1.0
10654,LateNight_00-02,121.394,31.413,-2.7059937762143145e-05,2.7059937762143145e-05,0.0,2,8.0
10656,LateNight_00-02,121.237,31.399,-2.7059937762143145e-05,2.7059937762143145e-05,0.0,1,1.0
10659,LateNight_00-02,121.243,31.399,0.00021647950209714516,0.00021647950209714516,8.0,8,20.0
10663,LateNight_00-02,121.243,31.4,2.7059937762143145e-05,2.7059937762143145e-05,1.0,1,24.0
10668,LateNight_00-02,121.527,31.36294736842105,-7.576782573400081e-05,7.576782573400081e-05,1.0,19,10.0
10671,LateNight_00-02,121.22694736842105,31.285789473684208,-0.0005141388174807198,0.0005141388174807198,0.0,19,20.0
10674,LateNight_00-02,121.237,31.172000000000004,0.0,0.0,0.0,5,10.0
10675,LateNight_00-02,121.218,31.291,0.0,0.0,0.0,6,1.0
10676,LateNight_00-02,121.217,31.29,0.00018941956433500204,0.00018941956433500204,7.0,7,1.0
10677,LateNight_00-02,121.23998648648649,31.177013513513515,0.0019483155188743065,0.0019483155188743065,72.0,74,9.0
10684,LateNight_00-02,121.274,31.39,0.0,0.0,8.0,8,8.0
10688,LateNight_00-02,121.228,31.106,0.0,0.0,0.0,1,16.0
10689,LateNight_00-02,121.39242857142857,31.39514285714286,-1.352996888107158e-05,1.352996888107158e-05,3.0,7,8.0
10694,LateNight_00-02,121.242,31.105,0.0,0.0,0.0,2,36.0
10699,LateNight_00-02,121.4830625,31.107,0.0003517791909078609,0.0003517791909078609,13.0,16,6.0
10700,LateNight_00-02,121.479,31.111186046511627,0.001109457448247869,0.001109457448247869,41.0,43,5.0
10701,LateNight_00-02,121.48088888888888,31.112111111111112,0.00024353943985928832,0.00024353943985928832,9.0,9,5.0
10703,LateNight_00-02,121.478,31.114,0.0,0.0,0.0,1,5.0
10705,LateNight_00-02,121.46900000000001,31.121,0.0,0.0,0.0,5,5.0
10712,LateNight_00-02,121.24199999999999,31.396,-0.00021647950209714516,0.00021647950209714516,76.0,84,1.0
10714,LateNight_00-02,121.242,31.394,0.0,0.0,0.0,4,20.0
10720,LateNight_00-02,121.256,31.411,0.00016235962657285889,0.00016235962657285889,10.0,10,5.0
10721,LateNight_00-02,121.3298,31.3593,-2.4599943420130133e-05,2.4599943420130133e-05,0.0,10,11.0
10726,LateNight_00-02,121.248,31.175,-0.00037883912867000413,0.00037883912867000413,197.0,211,2.0
10729,LateNight_00-02,121.239,31.182,0.0,0.0,0.0,7,9.0
10730,LateNight_00-02,121.249,31.175,0.0,0.0,1.0,1,2.0
10731,LateNight_00-02,121.251,31.173,-2.7059937762143145e-05,2.7059937762143145e-05,0.0,1,2.0
10736,LateNight_00-02,121.247,31.106166666666667,0.0,0.0,0.0,6,6.0
10737,LateNight_00-02,121.24384615384616,31.101076923076924,0.00013529968881071573,0.00013529968881071573,5.0,13,6.0
10743,LateNight_00-02,121.2304,31.0978,-7.215983403238173e-05,7.215983403238173e-05,0.0,5,15.0
