station_id,S_i,B_i,Total_Volume,Daily_Events
10539,0.0,0.0,13,1.8571428571428572
10540,0.0,0.0,9,1.2857142857142858
10542,0.9074074074074073,0.28296739518399183,47,6.714285714285714
10543,-0.06451612903225806,0.21377306830183918,38,5.428571428571429
10546,0.0,0.0,13,1.8571428571428572
10554,0.9747474747474747,0.10308784786338483,44,6.285714285714286
10555,-0.13131313131313133,0.3327014212326657,43,6.142857142857143
10556,0.0,0.0,6,0.8571428571428571
10565,0.125,0.3535533905932738,8,1.1428571428571428
10567,0.0,0.0,9,1.2857142857142858
10568,0.830327868852459,0.23529941911596047,102,14.571428571428571
10571,-0.13425925925925924,0.3256725506229792,48,6.857142857142857
10573,0.8515625,0.32949802489954083,93,13.285714285714286
10574,0.0,0.0,9,1.2857142857142858
10575,0.7573643410852714,0.3873709327635253,138,19.714285714285715
10581,0.9333333333333333,0.2515488742932317,73,10.428571428571429
10583,0.9377394636015325,0.213489825265043,135,19.285714285714285
10584,-1.0,0.0,10,1.4285714285714286
10586,0.9111111111111111,0.2877990320141519,55,7.857142857142857
10589,-0.16666666666666666,0.408248290463863,6,0.8571428571428571
10590,0.75,0.0,27,3.857142857142857
