station_id,delta_s,Delta_s,sigma_s,Sigma_s,ratio_demand,ratio_supply,W_FPG
10227,28.0,30,8.0,16.0,0.9333333333333333,0.5,6.415001233654083e-05
10231,0.0,12,0.0,6.0,0.0,0.0,0.0
10239,39.0,85,1.0,1.0,0.4588235294117647,1.0,-0.00022699235134468297
10240,0.0,11,0.0,3.0,0.0,0.0,0.0
10242,1.0,1,0.0,3.0,1.0,0.0,4.934616333580064e-06
10243,0.0,35,0.0,3.0,0.0,0.0,0.0
10245,8.0,34,2.0,2.0,0.23529411764705882,1.0,-0.00012830002467308164
10246,6.0,25,8.0,8.0,0.24,1.0,-9.375771033802121e-05
10247,0.0,52,8.0,8.0,0.0,1.0,-0.00025660004934616333
10248,0.0,13,3.0,3.0,0.0,1.0,-6.415001233654083e-05
10249,0.0,26,4.0,4.0,0.0,1.0,-0.00012830002467308167
10251,3.0,3,4.0,4.0,1.0,1.0,0.0
10252,0.0,20,8.0,8.0,0.0,1.0,-9.869232667160128e-05
10254,103.0,133,8.0,8.0,0.7744360902255639,1.0,-0.00014803849000740192
10256,5.0,5,8.0,8.0,1.0,1.0,0.0
10257,3.0,3,0.0,6.0,1.0,0.0,1.4803849000740193e-05
10258,458.0,488,4.0,4.0,0.9385245901639344,1.0,-0.00014803849000740197
10259,4.0,4,4.0,4.0,1.0,1.0,0.0
10261,101.0,132,4.0,4.0,0.7651515151515151,1.0,-0.00015297310634098201
10262,11.0,12,4.0,4.0,0.9166666666666666,1.0,-4.934616333580067e-06
10263,0.0,12,8.0,16.0,0.0,0.5,-2.9607698001480386e-05
10264,26.0,27,8.0,16.0,0.9629629629629629,0.5,6.16827041697508e-05
10267,0.0,7,8.0,8.0,0.0,1.0,-3.454231433506045e-05
10268,0.0,35,2.0,2.0,0.0,1.0,-0.00017271157167530224
10269,0.0,7,8.0,8.0,0.0,1.0,-3.454231433506045e-05
10270,0.0,11,8.0,8.0,0.0,1.0,-5.428077966938071e-05
10271,0.0,11,8.0,8.0,0.0,1.0,-5.428077966938071e-05
10272,7.0,7,8.0,8.0,1.0,1.0,0.0
10274,0.0,16,8.0,8.0,0.0,1.0,-7.895386133728103e-05
