station_id,delta_s,Delta_s,sigma_s,Sigma_s,ratio_demand,ratio_supply,W_FPG
10862,0.0,22,2.0,2.0,0.0,1.0,-0.00010856155933876142
10863,48.0,52,0.0,1.0,0.9230769230769231,0.0,0.00023686158401184308
10865,1.0,1,12.0,12.0,1.0,1.0,0.0
10868,1527.0,1699,12.0,12.0,0.8987639788110653,1.0,-0.0008487540093757713
10872,43.0,44,0.0,1.0,0.9772727272727273,0.0,0.00021218850234394276
10878,6.0,6,0.0,1.0,1.0,0.0,2.9607698001480386e-05
10880,323.0,352,6.0,16.0,0.9176136363636364,0.375,0.0009425117197137923
10881,25.0,27,6.0,16.0,0.9259259259259259,0.375,7.340241796200345e-05
10883,0.0,50,20.0,20.0,0.0,1.0,-0.0002467308166790032
10889,0.0,6,0.0,6.0,0.0,0.0,0.0
10890,0.0,1,0.0,1.0,0.0,0.0,0.0
10892,0.0,1,0.0,6.0,0.0,0.0,0.0
10895,0.0,9,0.0,4.0,0.0,0.0,0.0
10900,63.0,63,8.0,8.0,1.0,1.0,0.0
10903,1.0,1,8.0,8.0,1.0,1.0,0.0
10904,0.0,3,0.0,5.0,0.0,0.0,0.0
10905,111.0,115,2.0,2.0,0.9652173913043478,1.0,-1.9738465334320267e-05
10908,846.0,875,4.0,4.0,0.9668571428571429,1.0,-0.00014310387367382185
10910,95.0,103,1.0,1.0,0.9223300970873787,1.0,-3.94769306686405e-05
10912,121.0,124,1.0,1.0,0.9758064516129032,1.0,-1.480384900074018e-05
10914,49.0,51,1.0,1.0,0.9607843137254902,1.0,-9.869232667160122e-06
10915,212.0,233,0.0,6.0,0.9098712446351931,0.0,0.0010461386627189735
10916,0.0,17,1.0,1.0,0.0,1.0,-8.388847767086108e-05
10922,0.0,3,0.0,3.0,0.0,0.0,0.0
10929,1027.0,1079,26.0,26.0,0.9518072289156626,1.0,-0.0002566000493461636
10936,114.0,128,0.0,1.0,0.890625,0.0,0.0005625462620281273
10937,0.0,18,0.0,1.0,0.0,0.0,0.0
10938,155.0,175,0.0,6.0,0.8857142857142857,0.0,0.0007648655317049099
10939,3.0,3,8.0,16.0,1.0,0.5,7.401924500370096e-06
10940,0.0,4,5.0,56.0,0.0,0.08928571428571429,-1.7623629762785944e-06
10945,0.0,3,0.0,78.0,0.0,0.0,0.0
10946,0.0,2,0.0,9.0,0.0,0.0,0.0
10948,0.0,7,7.0,7.0,0.0,1.0,-3.454231433506045e-05
10949,131.0,137,5.0,5.0,0.9562043795620438,1.0,-2.960769800148035e-05
10950,276.0,287,7.0,7.0,0.9616724738675958,1.0,-5.4280779669380736e-05
10952,2.0,3,0.0,4.0,0.6666666666666666,0.0,9.869232667160129e-06
10956,0.0,6,4.0,4.0,0.0,1.0,-2.9607698001480386e-05
10959,31.0,39,8.0,8.0,0.7948717948717948,1.0,-3.947693066864053e-05
10960,82.0,85,0.0,5.0,0.9647058823529412,0.0,0.00040463853935356525
10966,83.0,105,0.0,1.0,0.7904761904761904,0.0,0.0004095731556871453
10967,179.0,186,0.0,1.0,0.9623655913978495,0.0,0.0008832963237108316
10971,50.0,62,0.0,1.0,0.8064516129032258,0.0,0.0002467308166790032
10973,83.0,87,0.0,1.0,0.9540229885057471,0.0,0.0004095731556871453
10975,0.0,12,12.0,12.0,0.0,1.0,-5.921539600296077e-05
10978,0.0,18,0.0,20.0,0.0,0.0,0.0
10981,0.0,9,6.0,15.0,0.0,0.4,-1.776461880088823e-05
10982,9.0,9,0.0,6.0,1.0,0.0,4.441154700222058e-05
10983,92.0,97,0.0,6.0,0.9484536082474226,0.0,0.0004539847026893659
10985,12.0,13,0.0,6.0,0.9230769230769231,0.0,5.921539600296077e-05
10990,0.0,1,0.0,9.0,0.0,0.0,0.0
10995,0.0,2,0.0,9.0,0.0,0.0,0.0
10996,1.0,1,2.0,2.0,1.0,1.0,0.0
10999,0.0,8,2.0,2.0,0.0,1.0,-3.9476930668640514e-05
11000,17.0,17,2.0,2.0,1.0,1.0,0.0
11001,1.0,3,20.0,20.0,0.3333333333333333,1.0,-9.86923266716013e-06
11002,5.0,5,0.0,3.0,1.0,0.0,2.467308166790032e-05
11004,0.0,36,20.0,20.0,0.0,1.0,-0.0001776461880088823
11005,203.0,214,0.0,3.0,0.9485981308411215,0.0,0.0010017271157167532
11007,514.0,557,0.0,4.0,0.9228007181328546,0.0,0.0025363927954601528
11008,3.0,3,0.0,4.0,1.0,0.0,1.4803849000740193e-05
11009,0.0,19,0.0,6.0,0.0,0.0,0.0
11015,1.0,11,0.0,9.0,0.09090909090909091,0.0,4.934616333580064e-06
11021,4.0,4,6.0,6.0,1.0,1.0,0.0
11022,75.0,83,6.0,6.0,0.9036144578313253,1.0,-3.947693066864051e-05
11025,7.0,7,8.0,15.0,1.0,0.5333333333333333,1.6119746689694876e-05
11028,4.0,5,1.0,1.0,0.8,1.0,-4.9346163335800626e-06
11029,151.0,158,1.0,1.0,0.9556962025316456,1.0,-3.454231433506046e-05
11032,7.0,10,1.0,8.0,0.7,0.125,2.8374043918085365e-05
11033,86.0,88,8.0,15.0,0.9772727272727273,0.5333333333333333,0.0001927790114318612
11034,45.0,47,0.0,39.0,0.9574468085106383,0.0,0.0002220577350111029
11040,519.0,550,0.0,4.0,0.9436363636363636,0.0,0.0025610658771280533
11044,0.0,27,0.0,6.0,0.0,0.0,0.0
11045,0.0,7,0.0,9.0,0.0,0.0,0.0
11050,0.0,8,0.0,6.0,0.0,0.0,0.0
11051,1.0,1,12.0,12.0,1.0,1.0,0.0
11053,545.0,585,1.0,1.0,0.9316239316239316,1.0,-0.0001973846533432025
11054,188.0,198,6.0,6.0,0.9494949494949495,1.0,-4.934616333580063e-05
11055,283.0,305,12.0,12.0,0.9278688524590164,1.0,-0.00010856155933876139
11056,2.0,11,12.0,12.0,0.18181818181818182,1.0,-4.441154700222058e-05
11058,39.0,39,0.0,119.0,1.0,0.0,0.00019245003700962251
11059,69.0,80,4.0,10.0,0.8625,0.4,0.00018258080434246238
11060,399.0,423,8.0,8.0,0.9432624113475178,1.0,-0.00011843079200592147
11061,7.0,7,1.0,1.0,1.0,1.0,0.0
11062,8.0,9,8.0,8.0,0.8888888888888888,1.0,-4.934616333580066e-06
11069,387.0,404,0.0,1.0,0.9579207920792079,0.0,0.0019096965210954845
11071,92.0,96,0.0,1.0,0.9583333333333334,0.0,0.00045398470268936595
11073,259.0,282,20.0,20.0,0.9184397163120568,1.0,-0.0001134961756723414
11074,145.0,165,20.0,20.0,0.8787878787878788,1.0,-9.869232667160128e-05
11075,0.0,12,20.0,20.0,0.0,1.0,-5.921539600296077e-05
11077,330.0,362,6.0,6.0,0.9116022099447514,1.0,-0.00015790772267456206
11079,0.0,14,1.0,1.0,0.0,1.0,-6.90846286701209e-05
11083,512.0,544,0.0,25.0,0.9411764705882353,0.0,0.0025265235627929925
11084,0.0,18,12.0,12.0,0.0,1.0,-8.882309400444115e-05
11086,13.0,15,0.0,3.0,0.8666666666666667,0.0,6.415001233654083e-05
11091,71.0,76,8.0,8.0,0.9342105263157895,1.0,-2.4673081667900316e-05
11093,0.0,3,0.0,1.0,0.0,0.0,0.0
11098,0.0,13,2.0,5.0,0.0,0.4,-2.5660004934616336e-05
11099,0.0,13,0.0,9.0,0.0,0.0,0.0
11101,38.0,42,0.0,9.0,0.9047619047619048,0.0,0.00018751542067604245
11102,383.0,401,6.0,6.0,0.9551122194513716,1.0,-8.882309400444113e-05
11103,0.0,19,6.0,6.0,0.0,1.0,-9.375771033802122e-05
11105,3.0,9,6.0,8.0,0.3333333333333333,0.75,-1.850481125092524e-05
11108,744.0,776,4.0,16.0,0.9587628865979382,0.25,0.002714038983469035
11110,2.0,5,0.0,4.0,0.4,0.0,9.869232667160129e-06
11118,0.0,7,1.0,1.0,0.0,1.0,-3.454231433506045e-05
11121,28.0,32,0.0,126.0,0.875,0.0,0.0001381692573402418
11122,58.0,63,2.0,2.0,0.9206349206349206,1.0,-2.4673081667900333e-05
11125,321.0,352,0.0,12.0,0.9119318181818182,0.0,0.0015840118430792008
11126,12.0,14,0.0,5.0,0.8571428571428571,0.0,5.921539600296077e-05
11133,114.0,118,0.0,5.0,0.9661016949152542,0.0,0.0005625462620281273
11136,1.0,2,0.0,2.0,0.5,0.0,4.934616333580064e-06
11137,3.0,3,19.0,19.0,1.0,1.0,0.0
11138,349.0,377,0.0,2.0,0.9257294429708223,0.0,0.0017221811004194424
11144,0.0,10,2.0,5.0,0.0,0.4,-1.9738465334320257e-05
11145,354.0,357,8.0,8.0,0.9915966386554622,1.0,-1.480384900074014e-05
11146,1557.0,1685,24.0,24.0,0.9240356083086053,1.0,-0.0006316308906982484
11147,153.0,223,8.0,8.0,0.6860986547085202,1.0,-0.00034542314335060453
11148,0.0,3,0.0,5.0,0.0,0.0,0.0
11151,512.0,570,0.0,10.0,0.8982456140350877,0.0,0.002526523562792993
11152,0.0,4,0.0,5.0,0.0,0.0,0.0
11154,0.0,7,8.0,8.0,0.0,1.0,-3.454231433506045e-05
11156,0.0,10,8.0,8.0,0.0,1.0,-4.934616333580064e-05
11157,12.0,14,1.0,5.0,0.8571428571428571,0.2,4.5398470268936586e-05
11158,0.0,16,2.0,2.0,0.0,1.0,-7.895386133728103e-05
11159,1.0,115,2.0,5.0,0.008695652173913044,0.4,-0.00022205773501110288
11160,0.0,14,2.0,2.0,0.0,1.0,-6.90846286701209e-05
11164,121.0,131,2.0,5.0,0.9236641221374046,0.4,0.00033851468048359237
11165,218.0,240,2.0,2.0,0.9083333333333333,1.0,-0.00010856155933876142
11166,1.0,1,2.0,2.0,1.0,1.0,0.0
11167,2552.0,2631,26.0,26.0,0.9699733941467122,1.0,-0.0003898346903528255
11170,0.0,1,2.0,4.0,0.0,0.5,-2.467308166790032e-06
11171,3.0,9,1.0,1.0,0.3333333333333333,1.0,-2.960769800148039e-05
11172,41.0,42,0.0,4.0,0.9761904761904762,0.0,0.00020231926967678263
11173,141.0,152,0.0,9.0,0.9276315789473685,0.0,0.0006957809030347891
11179,117.0,158,0.0,3.0,0.740506329113924,0.0,0.0005773501110288674
11189,0.0,24,0.0,30.0,0.0,0.0,0.0
11191,242.0,266,0.0,5.0,0.9097744360902256,0.0,0.0011941771527263756
11192,0.0,8,8.0,8.0,0.0,1.0,-3.9476930668640514e-05
11194,0.0,10,8.0,8.0,0.0,1.0,-4.934616333580064e-05
11199,211.0,225,8.0,15.0,0.9377777777777778,0.5333333333333333,0.00044905008635578585
11200,7.0,14,8.0,8.0,0.5,1.0,-3.454231433506045e-05
11203,0.0,2,8.0,8.0,0.0,1.0,-9.869232667160129e-06
11204,0.0,2,8.0,8.0,0.0,1.0,-9.869232667160129e-06
11206,1.0,1,3.0,6.0,1.0,0.5,2.467308166790032e-06
11207,91.0,96,3.0,6.0,0.9479166666666666,0.5,0.00021218850234394274
11212,2779.0,2857,8.0,16.0,0.9726986349317466,0.5,0.0066641993584998765
11214,0.0,10,0.0,4.0,0.0,0.0,0.0
11216,0.0,9,2.0,2.0,0.0,1.0,-4.441154700222058e-05
11221,0.0,5,0.0,5.0,0.0,0.0,0.0
11223,1.0,1,2.0,4.0,1.0,0.5,2.467308166790032e-06
11226,2.0,2,2.0,5.0,1.0,0.4,5.921539600296077e-06
11231,17.0,20,2.0,5.0,0.85,0.4,4.441154700222057e-05
11232,35.0,37,0.0,5.0,0.9459459459459459,0.0,0.00017271157167530224
11233,3.0,3,8.0,8.0,1.0,1.0,0.0
11238,435.0,463,0.0,24.0,0.9395248380129589,0.0,0.0021465581051073276
11241,62.0,62,3.0,6.0,1.0,0.5,0.000152973106340982
11244,47.0,50,0.0,1.0,0.94,0.0,0.000231926967678263
11245,0.0,1,0.0,1.0,0.0,0.0,0.0
11250,0.0,28,0.0,10.0,0.0,0.0,0.0
11251,1.0,1,8.0,8.0,1.0,1.0,0.0
11252,0.0,6,0.0,10.0,0.0,0.0,0.0
11253,1.0,2,0.0,9.0,0.5,0.0,4.934616333580064e-06
11254,1.0,2,0.0,8.0,0.5,0.0,4.934616333580064e-06
11255,0.0,1,0.0,1.0,0.0,0.0,0.0
11259,0.0,8,0.0,7.0,0.0,0.0,0.0
11260,0.0,30,4.0,4.0,0.0,1.0,-0.00014803849000740192
11267,0.0,26,8.0,8.0,0.0,1.0,-0.00012830002467308167
11268,22.0,22,4.0,4.0,1.0,1.0,0.0
11271,28.0,30,8.0,8.0,0.9333333333333333,1.0,-9.869232667160125e-06
11278,143.0,160,0.0,2.0,0.89375,0.0,0.0007056501357019492
11284,0.0,12,0.0,9.0,0.0,0.0,0.0
11286,0.0,14,0.0,30.0,0.0,0.0,0.0
11287,0.0,7,0.0,5.0,0.0,0.0,0.0
11288,0.0,9,2.0,12.0,0.0,0.16666666666666666,-7.4019245003700955e-06
11289,0.0,19,0.0,1.0,0.0,0.0,0.0
11290,0.0,10,10.0,10.0,0.0,1.0,-4.934616333580064e-05
11294,0.0,2,10.0,10.0,0.0,1.0,-9.869232667160129e-06
11300,0.0,2,0.0,13.0,0.0,0.0,0.0
11303,38.0,39,6.0,13.0,0.9743589743589743,0.46153846153846156,9.869232667160128e-05
11304,0.0,4,0.0,2.0,0.0,0.0,0.0
11305,0.0,26,0.0,12.0,0.0,0.0,0.0
11307,0.0,10,12.0,12.0,0.0,1.0,-4.934616333580064e-05
11310,0.0,5,8.0,8.0,0.0,1.0,-2.467308166790032e-05
11312,3.0,21,4.0,4.0,0.14285714285714285,1.0,-8.882309400444117e-05
11314,4.0,19,4.0,4.0,0.21052631578947367,1.0,-7.401924500370097e-05
11315,338.0,378,8.0,8.0,0.8941798941798942,1.0,-0.00019738465334320256
11316,0.0,13,0.0,4.0,0.0,0.0,0.0
11318,64.0,76,8.0,8.0,0.8421052631578947,1.0,-5.921539600296079e-05
11319,0.0,7,0.0,10.0,0.0,0.0,0.0
11321,7.0,7,0.0,5.0,1.0,0.0,3.454231433506045e-05
11322,2.0,2,0.0,5.0,1.0,0.0,9.869232667160129e-06
11323,0.0,11,0.0,10.0,0.0,0.0,0.0
11324,4.0,5,12.0,12.0,0.8,1.0,-4.9346163335800626e-06
11334,0.0,10,0.0,4.0,0.0,0.0,0.0
11338,0.0,8,4.0,4.0,0.0,1.0,-3.9476930668640514e-05
11340,16.0,23,1.0,1.0,0.6956521739130435,1.0,-3.454231433506045e-05
11341,0.0,43,0.0,1.0,0.0,0.0,0.0
11342,98.0,123,0.0,1.0,0.7967479674796748,0.0,0.0004835924006908463
11346,21.0,43,1.0,1.0,0.4883720930232558,1.0,-0.00010856155933876142
11348,0.0,14,0.0,9.0,0.0,0.0,0.0
11349,6.0,130,2.0,14.0,0.046153846153846156,0.14285714285714285,-6.20351767650065e-05
11350,0.0,27,0.0,1.0,0.0,0.0,0.0
11352,0.0,33,0.0,1.0,0.0,0.0,0.0
11356,0.0,5,0.0,6.0,0.0,0.0,0.0
11357,0.0,12,0.0,1.0,0.0,0.0,0.0
11358,0.0,10,0.0,5.0,0.0,0.0,0.0
11359,0.0,6,0.0,1.0,0.0,0.0,0.0
11360,0.0,2,0.0,8.0,0.0,0.0,0.0
11367,0.0,11,0.0,64.0,0.0,0.0,0.0
11368,0.0,8,8.0,8.0,0.0,1.0,-3.9476930668640514e-05
11369,0.0,1,0.0,5.0,0.0,0.0,0.0
11371,56.0,60,8.0,8.0,0.9333333333333333,1.0,-1.973846533432025e-05
11372,0.0,13,0.0,5.0,0.0,0.0,0.0
11380,0.0,19,0.0,28.0,0.0,0.0,0.0
11381,4.0,4,8.0,8.0,1.0,1.0,0.0
11382,148.0,155,0.0,10.0,0.9548387096774194,0.0,0.0007303232173698495
11383,0.0,49,0.0,28.0,0.0,0.0,0.0
11384,0.0,8,0.0,28.0,0.0,0.0,0.0
11385,0.0,15,0.0,26.0,0.0,0.0,0.0
11388,4.0,9,0.0,26.0,0.4444444444444444,0.0,1.9738465334320254e-05
11390,0.0,26,0.0,26.0,0.0,0.0,0.0
11393,0.0,29,0.0,26.0,0.0,0.0,0.0
11397,0.0,14,0.0,1.0,0.0,0.0,0.0
11399,96.0,112,2.0,2.0,0.8571428571428571,1.0,-7.895386133728106e-05
11403,0.0,25,0.0,4.0,0.0,0.0,0.0
11405,0.0,8,0.0,9.0,0.0,0.0,0.0
11406,0.0,5,2.0,2.0,0.0,1.0,-2.467308166790032e-05
11409,0.0,42,0.0,16.0,0.0,0.0,0.0
11410,497.0,543,4.0,4.0,0.9152854511970534,1.0,-0.00022699235134468297
11411,43.0,47,4.0,4.0,0.9148936170212766,1.0,-1.973846533432026e-05
11413,6.0,6,0.0,6.0,1.0,0.0,2.9607698001480386e-05
11414,1.0,1,8.0,8.0,1.0,1.0,0.0
11415,4.0,36,0.0,6.0,0.1111111111111111,0.0,1.9738465334320254e-05
11416,82.0,86,6.0,6.0,0.9534883720930233,1.0,-1.9738465334320243e-05
11419,0.0,6,0.0,1.0,0.0,0.0,0.0
11427,11.0,13,8.0,8.0,0.8461538461538461,1.0,-9.869232667160129e-06
11428,0.0,13,8.0,8.0,0.0,1.0,-6.415001233654083e-05
11429,301.0,337,0.0,10.0,0.8931750741839762,0.0,0.0014853195164075993
11431,235.0,265,3.0,3.0,0.8867924528301887,1.0,-0.0001480384900074019
11433,172.0,186,3.0,3.0,0.9247311827956989,1.0,-6.908462867012094e-05
11434,0.0,13,3.0,3.0,0.0,1.0,-6.415001233654083e-05
11437,0.0,1,8.0,8.0,0.0,1.0,-4.934616333580064e-06
11442,34.0,36,2.0,2.0,0.9444444444444444,1.0,-9.869232667160132e-06
11444,159.0,168,2.0,2.0,0.9464285714285714,1.0,-4.4411547002220604e-05
11446,0.0,10,0.0,8.0,0.0,0.0,0.0
11449,470.0,494,0.0,7.0,0.951417004048583,0.0,0.00231926967678263
11452,0.0,1,4.0,4.0,0.0,1.0,-4.934616333580064e-06
11453,0.0,9,0.0,1.0,0.0,0.0,0.0
11454,0.0,1,0.0,1.0,0.0,0.0,0.0
11455,0.0,17,0.0,4.0,0.0,0.0,0.0
11457,0.0,11,0.0,1.0,0.0,0.0,0.0
11459,0.0,3,0.0,26.0,0.0,0.0,0.0
11461,3.0,43,0.0,4.0,0.06976744186046512,0.0,1.4803849000740193e-05
11466,0.0,25,0.0,5.0,0.0,0.0,0.0
11467,0.0,76,0.0,7.0,0.0,0.0,0.0
11468,0.0,1,0.0,1.0,0.0,0.0,0.0
11469,0.0,1,0.0,7.0,0.0,0.0,0.0
11475,0.0,6,0.0,36.0,0.0,0.0,0.0
11478,0.0,2,2.0,2.0,0.0,1.0,-9.869232667160129e-06
11479,0.0,21,0.0,36.0,0.0,0.0,0.0
11480,0.0,23,0.0,20.0,0.0,0.0,0.0
11495,0.0,5,0.0,36.0,0.0,0.0,0.0
11498,1.0,1,0.0,7.0,1.0,0.0,4.934616333580064e-06
11499,2.0,2,4.0,12.0,1.0,0.3333333333333333,6.57948844477342e-06
11500,257.0,269,4.0,12.0,0.9553903345724907,0.3333333333333333,0.000825725799819064
11503,2.0,2,4.0,12.0,1.0,0.3333333333333333,6.57948844477342e-06
11505,2.0,4,8.0,16.0,0.5,0.5,0.0
11506,67.0,84,2.0,6.0,0.7976190476190477,0.3333333333333333,0.00019245003700962254
11511,0.0,14,2.0,9.0,0.0,0.2222222222222222,-1.535213970447131e-05
11518,0.0,1,2.0,9.0,0.0,0.2222222222222222,-1.0965814074622365e-06
11519,0.0,17,2.0,9.0,0.0,0.2222222222222222,-1.864188392685802e-05
11520,1.0,1,2.0,9.0,1.0,0.2222222222222222,3.8380349261178276e-06
11528,133.0,144,4.0,4.0,0.9236111111111112,1.0,-5.428077966938067e-05
11530,18.0,31,12.0,12.0,0.5806451612903226,1.0,-6.415001233654083e-05
11531,3.0,4,0.0,13.0,0.75,0.0,1.4803849000740193e-05
11534,0.0,8,0.0,13.0,0.0,0.0,0.0
11535,0.0,2,0.0,12.0,0.0,0.0,0.0
11537,1.0,1,6.0,6.0,1.0,1.0,0.0
11538,0.0,21,0.0,5.0,0.0,0.0,0.0
11541,230.0,248,0.0,5.0,0.9274193548387096,0.0,0.0011349617567234147
11542,0.0,10,0.0,5.0,0.0,0.0,0.0
11546,0.0,52,1.0,1.0,0.0,1.0,-0.00025660004934616333
11553,0.0,11,2.0,9.0,0.0,0.2222222222222222,-1.2062395482084602e-05
11556,52.0,56,2.0,9.0,0.9285714285714286,0.2222222222222222,0.00019519149052827812
11557,0.0,24,8.0,16.0,0.0,0.5,-5.921539600296077e-05
11559,0.0,17,8.0,8.0,0.0,1.0,-8.388847767086108e-05
11570,0.0,15,8.0,16.0,0.0,0.5,-3.700962250185048e-05
11572,0.0,12,2.0,6.0,0.0,0.3333333333333333,-1.9738465334320257e-05
11573,0.0,1,4.0,12.0,0.0,0.3333333333333333,-1.6448721111933546e-06
11574,4.0,4,0.0,9.0,1.0,0.0,1.9738465334320257e-05
11580,1.0,1,0.0,1.0,1.0,0.0,4.934616333580064e-06
11581,150.0,162,4.0,4.0,0.9259259259259259,1.0,-5.921539600296077e-05
11583,0.0,10,0.0,1.0,0.0,0.0,0.0
11584,3.0,3,2.0,15.0,1.0,0.13333333333333333,1.2830002467308168e-05
11590,0.0,7,0.0,6.0,0.0,0.0,0.0
11591,128.0,139,2.0,9.0,0.920863309352518,0.2222222222222222,0.0004792060750609974
11592,0.0,12,2.0,9.0,0.0,0.2222222222222222,-1.3158976889546837e-05
11593,1.0,2,0.0,3.0,0.5,0.0,4.934616333580064e-06
11594,6.0,8,2.0,9.0,0.75,0.2222222222222222,2.0835046741782495e-05
11604,0.0,1,4.0,12.0,0.0,0.3333333333333333,-1.6448721111933546e-06
11607,523.0,583,0.0,6.0,0.8970840480274442,0.0,0.0025808043424623735
11619,168.0,190,0.0,4.0,0.8842105263157894,0.0,0.0008290155440414507
11621,0.0,9,0.0,36.0,0.0,0.0,0.0
11623,0.0,12,0.0,8.0,0.0,0.0,0.0
11632,0.0,7,4.0,4.0,0.0,1.0,-3.454231433506045e-05
11635,0.0,1,0.0,18.0,0.0,0.0,0.0
11648,0.0,47,0.0,6.0,0.0,0.0,0.0
11649,0.0,12,0.0,1.0,0.0,0.0,0.0
11650,0.0,1,0.0,1.0,0.0,0.0,0.0
11651,0.0,4,0.0,1.0,0.0,0.0,0.0
11654,0.0,2,0.0,14.0,0.0,0.0,0.0
11663,2.0,2,2.0,2.0,1.0,1.0,0.0
11664,0.0,14,0.0,2.0,0.0,0.0,0.0
11667,0.0,12,1.0,11.0,0.0,0.09090909090909091,-5.3832178184509794e-06
11671,1.0,1,0.0,5.0,1.0,0.0,4.934616333580064e-06
11674,0.0,12,0.0,5.0,0.0,0.0,0.0
11682,0.0,30,10.0,10.0,0.0,1.0,-0.00014803849000740192
11690,316.0,351,6.0,6.0,0.9002849002849003,1.0,-0.00017271157167530226
11692,7.0,7,6.0,6.0,1.0,1.0,0.0
11693,12.0,12,6.0,6.0,1.0,1.0,0.0
11696,1.0,1,0.0,3.0,1.0,0.0,4.934616333580064e-06
11699,0.0,1,2.0,2.0,0.0,1.0,-4.934616333580064e-06
11706,0.0,8,8.0,8.0,0.0,1.0,-3.9476930668640514e-05
11707,0.0,12,8.0,8.0,0.0,1.0,-5.921539600296077e-05
11712,0.0,10,0.0,9.0,0.0,0.0,0.0
11721,0.0,4,0.0,2.0,0.0,0.0,0.0
11729,216.0,234,0.0,9.0,0.9230769230769231,0.0,0.001065877128053294
11732,15.0,17,1.0,20.0,0.8823529411764706,0.05,6.98248211201579e-05
11734,19.0,21,8.0,8.0,0.9047619047619048,1.0,-9.869232667160129e-06
11735,99.0,110,6.0,6.0,0.9,1.0,-5.428077966938069e-05
11737,1.0,1,0.0,3.0,1.0,0.0,4.934616333580064e-06
11743,6.0,6,0.0,6.0,1.0,0.0,2.9607698001480386e-05
11752,0.0,3,0.0,8.0,0.0,0.0,0.0
11753,0.0,18,0.0,21.0,0.0,0.0,0.0
11757,15.0,15,1.0,1.0,1.0,1.0,0.0
11760,148.0,160,0.0,1.0,0.925,0.0,0.0007303232173698495
11762,320.0,348,10.0,10.0,0.9195402298850575,1.0,-0.0001381692573402418
11764,162.0,175,2.0,4.0,0.9257142857142857,0.5,0.0003676289168517148
11769,0.0,20,0.0,9.0,0.0,0.0,0.0
11772,0.0,18,6.0,10.0,0.0,0.6,-5.329385640266469e-05
11776,43.0,43,10.0,10.0,1.0,1.0,0.0
11782,38.0,39,0.0,3.0,0.9743589743589743,0.0,0.00018751542067604245
11783,0.0,10,6.0,10.0,0.0,0.6,-2.9607698001480382e-05
11785,75.0,81,4.0,24.0,0.9259259259259259,0.16666666666666666,0.00030347890451517395
11786,254.0,279,4.0,24.0,0.910394265232975,0.16666666666666666,0.0010239328892178634
11791,0.0,14,8.0,12.0,0.0,0.6666666666666666,-4.605641911341393e-05
11795,24.0,24,4.0,24.0,1.0,0.16666666666666666,9.869232667160129e-05
11798,1.0,1,4.0,24.0,1.0,0.16666666666666666,4.112180277983387e-06
11801,6.0,6,8.0,12.0,1.0,0.6666666666666666,9.86923266716013e-06
11803,2.0,3,4.0,5.0,0.6666666666666666,0.8,-1.973846533432027e-06
11804,0.0,5,0.0,2.0,0.0,0.0,0.0
11805,5.0,5,0.0,2.0,1.0,0.0,2.467308166790032e-05
11809,50.0,51,0.0,1.0,0.9803921568627451,0.0,0.0002467308166790032
11810,2.0,2,0.0,1.0,1.0,0.0,9.869232667160129e-06
11811,520.0,561,8.0,12.0,0.9269162210338681,0.6666666666666666,0.0007204539847026894
11812,2.0,2,0.0,6.0,1.0,0.0,9.869232667160129e-06
11816,1.0,1,8.0,8.0,1.0,1.0,0.0
11823,1.0,1,8.0,8.0,1.0,1.0,0.0
11824,13.0,15,8.0,8.0,0.8666666666666667,1.0,-9.869232667160125e-06
11826,0.0,12,4.0,5.0,0.0,0.8,-4.737231680236862e-05
11836,0.0,16,8.0,16.0,0.0,0.5,-3.9476930668640514e-05
11838,0.0,26,8.0,16.0,0.0,0.5,-6.415001233654083e-05
11839,0.0,24,8.0,16.0,0.0,0.5,-5.921539600296077e-05
11840,0.0,36,8.0,16.0,0.0,0.5,-8.882309400444115e-05
11842,0.0,7,0.0,8.0,0.0,0.0,0.0
11844,0.0,1,0.0,35.0,0.0,0.0,0.0
11847,201.0,218,0.0,9.0,0.9220183486238532,0.0,0.000991857883049593
11857,26.0,27,8.0,8.0,0.9629629629629629,1.0,-4.934616333580071e-06
11867,210.0,242,0.0,3.0,0.8677685950413223,0.0,0.0010362694300518134
11875,0.0,4,8.0,8.0,0.0,1.0,-1.9738465334320257e-05
11876,0.0,3,2.0,20.0,0.0,0.1,-1.4803849000740194e-06
11877,0.0,7,0.0,7.0,0.0,0.0,0.0
11881,0.0,14,0.0,25.0,0.0,0.0,0.0
11887,13.0,14,3.0,3.0,0.9285714285714286,1.0,-4.9346163335800626e-06
11894,0.0,27,0.0,1.0,0.0,0.0,0.0
11895,10.0,12,12.0,12.0,0.8333333333333334,1.0,-9.869232667160127e-06
11899,8.0,22,8.0,12.0,0.36363636363636365,0.6666666666666666,-3.289744222386709e-05
11900,226.0,249,8.0,12.0,0.9076305220883534,0.6666666666666666,0.0002960769800148039
11901,0.0,4,8.0,12.0,0.0,0.6666666666666666,-1.3158976889546837e-05
11902,0.0,10,8.0,16.0,0.0,0.5,-2.467308166790032e-05
11907,102.0,112,0.0,4.0,0.9107142857142857,0.0,0.0005033308660251666
11908,243.0,257,0.0,4.0,0.9455252918287937,0.0,0.0011991117690599554
11909,1.0,2,1.0,5.0,0.5,0.2,2.9607698001480383e-06
11910,17.0,20,0.0,12.0,0.85,0.0,8.388847767086108e-05
11912,1.0,1,0.0,6.0,1.0,0.0,4.934616333580064e-06
11915,173.0,187,0.0,6.0,0.9251336898395722,0.0,0.0008536886257093511
