station_id,S_i,B_i,Total_Volume,Regime
13839,0.9257148419319472,0.1801580043585882,502,Q1
15986,0.9129392704087681,0.18046126843897273,751,Q1
12186,0.9388228911484725,0.18073204951834407,479,Q1
10967,0.9579861111111111,0.1808359271649476,164,Q1
16623,0.9398472596585804,0.18134350315393158,213,Q1
11040,0.9313329143974305,0.18206761220522855,463,Q1
15467,0.9529411764705882,0.18214087946074756,108,Q1
10193,0.03333333333333333,0.18257418583505536,56,Q1
11172,0.9666666666666667,0.18257418583505536,36,Q1
10381,0.926605504587156,0.18311040410876647,219,Q1
15026,0.8091716032505506,0.18372929700288076,342,Q1
11429,0.9293080304708212,0.1846398442536102,252,Q1
12365,0.7303717007818571,0.18474540113832016,601,Q1
12406,0.745945945945946,0.18476631361111245,138,Q1
12170,0.8226600985221675,0.18569533817705186,33,Q1
13199,0.9655172413793104,0.18569533817705186,34,Q1
12408,0.7607558139534883,0.18615856214506474,134,Q1
12332,0.9071343195791226,0.1867817239213081,650,Q1
11083,0.9326181314276552,0.18733526335418094,444,Q1
15502,0.9296181818181818,0.18754269792379621,409,Q1
12024,0.008899901466411656,0.18781717571936518,168,Q1
14253,0.6969797178130511,0.1879377488992622,300,Q1
15395,0.9597701149425287,0.1881228312486913,75,Q1
12176,0.8981400286784347,0.18813943252625728,1072,Q1
11847,0.9402482269503547,0.18821950082985792,181,Q1
10472,0.20256410256410257,0.1886361588544212,101,Q1
13558,0.9409090909090909,0.1888567015554632,89,Q1
14247,0.942090395480226,0.18887269745092164,251,Q1
12559,0.9642857142857143,0.1889822365046136,38,Q1
15220,0.9642857142857143,0.1889822365046136,34,Q1
13899,0.9455555555555556,0.18934387666064467,210,Q1
12423,0.7522058823529413,0.18954655702047005,99,Q1
10417,0.9397528631705846,0.18974958880710446,139,Q1
15897,0.952930402930403,0.19037963059215066,160,Q1
11541,0.9314903846153846,0.19044728454728985,213,Q1
14904,0.5555555555555555,0.19044882124112195,36,Q1
13988,0.9378531073446328,0.1911557535409945,116,Q1
10583,0.9525462962962963,0.19117173743581212,110,Q1
12850,0.9546783625730993,0.1916344275672224,82,Q1
13007,0.955,0.19171394651442442,89,Q1
14837,0.9576271186440678,0.19226722588223713,76,Q1
16014,0.9576271186440678,0.19226722588223716,82,Q1
12343,0.9207053849577215,0.19305093511558744,304,Q1
12506,0.39340463458110514,0.19352138296532345,202,Q1
16363,0.9022384373543605,0.19436797613088133,943,Q1
15540,0.9202709153836974,0.19452097867698248,462,Q1
11086,0.9166666666666666,0.19462473604038072,15,Q1
14862,0.9220293724966623,0.19510302930508064,273,Q1
14091,0.92816091954023,0.19524580640223269,86,Q1
15936,0.9473737373737373,0.1959607385390226,121,Q1
11207,0.46078431372549017,0.19603921176392136,74,Q1
14763,0.9393939393939393,0.19666274696712924,133,Q1
16746,0.7023809523809524,0.19697894676175967,43,Q1
15045,0.9516129032258065,0.19810934311121467,34,Q1
11918,0.9407894736842105,0.1994510008858967,114,Q1
15779,0.96,0.2,33,Q1
11811,0.25263485337637887,0.20000065593309738,464,Q1
14906,0.9320675105485233,0.2008843012940564,155,Q1
12763,0.9343397152675503,0.20102775748517757,188,Q1
12483,0.9199404761904761,0.2010640676400221,268,Q1
14645,0.95,0.20128894996822436,34,Q1
13092,0.9420765027322404,0.20192606268267663,99,Q1
16346,0.9467120181405895,0.20218660465567875,175,Q1
14163,0.9231459797033568,0.2022447309439896,279,Q1
14526,0.849537037037037,0.20250721547109818,125,Q1
